name,full_path,extension,pair_key,side,size_bytes
UD_002_B_0006_03_03_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_03_b.jpg,.jpg,UD_002_B_0006_03_03,b,17860004
UD_002_B_0006_03_04_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_04_a.jpg,.jpg,UD_002_B_0006_03_04,a,21933952
UD_002_B_0006_03_04_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_04_b.jpg,.jpg,UD_002_B_0006_03_04,b,17860004
UD_002_B_0006_04_01_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_01_a.jpg,.jpg,UD_002_B_0006_04_01,a,15725343
UD_002_B_0006_04_01_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_01_b.jpg,.jpg,UD_002_B_0006_04_01,b,17860004
UD_002_B_0006_04_02_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_02_a.jpg,.jpg,UD_002_B_0006_04_02,a,15725343
UD_002_B_0006_04_02_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_02_b.jpg,.jpg,UD_002_B_0006_04_02,b,17860004
UD_002_B_0006_04_03_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_03_a.jpg,.jpg,UD_002_B_0006_04_03,a,15725343
UD_002_B_0006_04_03_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_03_b.jpg,.jpg,UD_002_B_0006_04_03,b,17860004
UD_002_B_0006_04_04_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_04_a.jpg,.jpg,UD_002_B_0006_04_04,a,15725343
UD_002_B_0006_04_04_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_04_04_b.jpg,.jpg,UD_002_B_0006_04_04,b,17860004
